ASIN,Reviewer Name,Reviewer Star,Reviewer Date,Year,Reviewer Summary,
B01N6GA9ZL,Stephen D Chisholm,5.0 out of 5 stars,18-Apr,2017,Planned a camping trip to the Southwest on short notice.  Knowing we were going to be staying in less developed campsites a table would be a key convenience but it had to fly with the rest of the gear without exceeding checked-bag weight and bulk.  This seemed like just the thing and I was far from disappointed. Due to the low price I went ahead and bought both sizes and found them to be so light and compact that I packed both. Setup is super easy though fitting the top requires enough tension and finicky orientation of the flat tube that the kids needed help with just that step.  It takes just 30-45 seconds including removal from the bag: it's that quick.  The table is strong and reasonably firm due to the tension across the top and the rigid battens.  If we had one quibble it's that the cupholders are perfect for a can or standard bottle but if you add a coozy or want to stash a larger bottle ( cooking oil during food prep e.g.) the diameter is too small.  Breakdown is as quick as setup.  We used the larger table for dining with 4 small chairs we brought to set gear on while loading the car and for food prep.  The smaller one made a handy side table near the fire and fit nicely in the tent vestibule to keep shoes and gear off the ground.  We even found that if we left off the top it made a perfect elevated stand for our Coleman stove.  Try this at your own risk of course but it worked great for us though it required propping the propane canister so it didn't hang free at the side ( our usual liquid fuel model would work better) .  We were actually at an unbelievably gorgeous and isolated National Forest campsite overlooking a red rock canyon just a few miles from Bryce when I checked my email for the first time in days and was gratified to find a personal thank-you note from the storefront owner with extra setup tips.  The tips were unnecessary as we had just enjoyed a meal prepared on one table and served on the other and had moved on to enjoy beer and cookies by the fire with the smaller one.  The tables really were key gear for making the trip work and I look forward to discovering the many more ways they will surely prove themselves useful.,
B01N6GA9ZL,Michael,4.0 out of 5 stars,15-Jan,2017,I ordered the large version of the table for camping trips because I got tired of using my pack as a table.  The table assembles easily and comes to about knee height when setup so is about a foot shorter than a conventional table but the perfect height for my backpacking stool.  The table is easy to setup and to roll back up.  When packed the bundle is about 2.5 ft long and about 4 inches wide so is a bit awkward to strap horizontally.  Not a big deal if you already have a tent to carry though.  The cup holders are wide enough to hold a beer but probably only a very thin water bottle.  The table feels relatively strong given how small it is but I would definitely hesitate to put more than about 25-30lbs on it.  I expect to use it more for eating and maybe playing cards as opposed to someplace to put my pack on.,
B01N6GA9ZL,Ernie L.,5.0 out of 5 stars,25-Jan,2017,"Great portable table for a day at the park or car camping.  The table is very easy to setup and take down with very few parts.  I have seen similar tables where the side supports are hinged and fold instead of them being separate parts like in this unit.  I think I would prefer them to be hinged as it would minimized the risk of leaving something behind.The surface is pretty is under tension and ends up being pretty taut which is great in case you want to put a drink down on top.  This also makes it ideal for a plate of food.My table weighed in at 1168grams measured about 31"" long and 3"" around when it was all packed up.This should make a nice addition to the gear collection.",
B01N6GA9ZL,Kevin A. Garner,5.0 out of 5 stars,20-May,2017,Excellent little table. I took it backpacking/hiking 6 miles into the backcountry at Cumberland Island sea shore. It was incredibly handy especially when night rolled around and we wanted to play cards. The cup holders really set it apart frol many of the other options. All the other guys were interested in their own one. Next we'll probably pick the larger one up for family picnics and tailgating - the red would plbe perfect for Wolfpack football games.,
B01N6GA9ZL,Diggity Kid,5.0 out of 5 stars,29-Aug,2017,The OUTRY Lightweight Folding Table is a great product.  In was a little skeptical when purchasing it but the all.of the reviews are accurate.  It is extremely lightweight durable and easy to setup and take down.  I have even handed the job of table setup to my 8 year old who is even able to set it up and tear it down.  The table is also quite strong for its size.  I had a good 20 lbs of stuff sitting on it with no ill effect.  The packaged size is also extremely small considering how large the table is.  I would highly recommend this table as well as the vendor who shipped this product very fast and packaged the table very well do not was very well protected in transit.  5 stars all the way.  You cannot go wrong with this table!,
B01N6GA9ZL,dk2017Top Contributor: Camping,4.0 out of 5 stars,20-Sep,2017,This is super lightweight and is great as a table during picnics.  It's a little bumpy so tall glasses may be a little unstable and it's so light it's easy to bump.  I thought the cupholders would get in the way but I don't seem to mind them.  The weight of this table makes it a real option for bringing backpacking too which is a huge luxury so that's a plus.There are a few items that I would change if I could figure out how: 1) The cupholders are rigid so the table top is limited to how tightly it can wrap around the legs.  Not a huge deal but could be a tighter package.  2) The legs are long so the overall package is long and skinny when folded.  A little annoying if you want to throw it in a backpack (it's light enough otherwise).  I would strap it to the outside but there are no handles or daisy chains to connect it to outside straps.  This means that you would have to cinch it down really tight which may bend the aluminum legs.  Some additional loops for purchase on the cover would alleviate the problem or a way to fold the legs down shorter would also help.,
B01N6GA9ZL,Oscar A,5.0 out of 5 stars,27-Sep,2017,Ok ok so maybe i havent been camping with it but i have taken it to a few BBQs where it has performed like a BOSS. 1st time I took it out of the pouch to set it up the instructions slipped out without my noticing it. Turns out I didn't need them it's so simple and intuitive to assemble. Once assembled all you need is to find some stable ground so it wont wobble and your all set.Our grill is a small portable one that's very close to the ground so this table was the perfect height to hold everything at arms length beer tongs and snacks while tending the grill and even as a pit stop for the hot dogs and steaks going on and coming off the grill. It held a lot of weight without buckling or even sagging.Over all it is a great lightweight sturdy table great for BBQs and even at home for the kids. I set it up for my 2 year old nephew to put toys on and hold his bottle of water in the cup holders.Overall amazing product. Money well spent.,
B01N6GA9ZL,The Walbs,5.0 out of 5 stars,30-Jan,2017,This is a great little table. It is very compact and at the same time quite large and sturdy when put together. With 4 cup holders and plenty of space this makes an excellent camping/hunting/outdoors table to take with you.I tested the weight and it held well above what you would expect. I had 2 1 gallon milk jugs on the table and it held sturdy without much dip to it. I'm sure it could hold even more without an issue.The table takes about 1 min to put together so very easy assembly.The height of the table might be a little low for some but most should be just fine with it. It would make a great kids table as well if that fits your needs.All in all i would easily recommend this table to anyone looking for a popup table to travel with.,
B01N6GA9ZL,Greg Grant,5.0 out of 5 stars,25-Jan,2017,What a great little table.  So versatile and easy to use you can take it anywhere.My wife & I got this figuring it would be great to take to the beach with us.  And it works great and folds up so it can be packed away very easily.  I'll probably actually take it with me when I fly my quadcopter too.  Because I can use the cup holders to put extra batteries and tools I need and the table is large enough for my quadcopter itself and other parts in case I need to make a repair out in the field.I am very happy with this purchase I expect it to get a lot of use from us in the future.,
B01N6GA9ZL,kbslc,5.0 out of 5 stars,1-Aug,2017,Have not used the  table yet. It is going for the solar eclipse in three weeks for camping. I easily put it together and it appears sturdy and convenient for my purpose of having a place to set food and drink while socializing being seated. I would not put a camp stove on this as it is a mesh/canvas type of material. It is compact for storage in a bag and lighter weight. Nice quality of construction.  Wish I had purchased two of them.  I will use this when I go plein air painting so it will be well loved.,
B01N6GA9ZL,Flyingvedhead,5.0 out of 5 stars,21-Apr,2017,This table is EXACTLY what I wanted!  Our family does a lot of outdoor activities - not camping but concerts in the park tailgates at various events going to the beach etc. - and not having a flat space for food & whatnot is a challenge.  This table solves that problem.  I especially like the cup holders b/c it allows you to put your beverage down and even if the table gets jostled your drink won't spill.  The cup holders are also handy little pockets to tuck stuff if you don't need all 4 to hold drinks.  It is easy to assemble and easy to transport - it now lives in the back of our minivan ready for the next adventure! Yeah with a minivan the adventures are tame .. but still tame adventures need flat spaces to put stuff!  This table suits our needs perfectly.,
B01N6GA9ZL,Luckeeeelinda,5.0 out of 5 stars,18-Jul,2017,We camp in our Eurovan Weekender. Looking for compact easy to store furniture this table fits the bill in every way. Collapsed it's small and light. It's easy to set up and sturdy to use. We're so please to have it. The seller was helpful and got product to us in a reasonable time. Since we had no problems with the purchase there was no interaction but I have the feeling that the seller would handle any problems with professionalism.,
B01N6GA9ZL,A,5.0 out of 5 stars,14-Feb,2018,Never thought I would like a table enough to write a review on it. I took it with me on a multi-day hike.  It easily strapped in its carry bag to the outside of my pack.I was the only person out of 4 who even thought to bring a table. It was luxury at its finest we used to to eat on play cards on even some impromptu first aid it was nice to have a table to set the bandages and stuff on to keep clean.I have the large table and plan to purchase the small one for personal use when camping.,
B01N6GA9ZL,C. MENDOZA,5.0 out of 5 stars,19-Sep,2017,Arrived pretty quickly. Simple packaging. Easy to assemble. Came with single sheet instructions and carrying sleeve. The table while set up can take some rough handling without coming apart. I haven't owned any portable tables but I feel this product is well designed. Very lightweight. You must still be mindful when setting things down on it. Happy camper,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,10-Sep,2018,Brought this camping with us and it made a world of difference for holding phones and portable fans. Assembles easily and folds down to a slim profile that is easy to pack and store. Cloth and metal rods appear to be made of sturdy but light material. Worksmanship appears to be good with no problems in the stitching. Drawstring storage bag holds everything easily. Really well made product.,
